employee_id,first_name,last_name,gender,date_of_birth,hire_date,department,job_title,job_level,employment_type,education_level,marital_status,location,years_experience,manager_id
EMP0573,Kimberly,Faulkner,Female,1991-04-25,2014-01-13,IT,Network Engineer,Mid Level,Full-Time,PhD,Divorced,London,3,
EMP0574,Nicholas,Ramirez,Male,2000-02-23,2015-01-20,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Master,Single,Jeddah,1,
EMP0575,Dennis,Cline,Male,1996-02-15,2018-08-08,Engineering,Data Engineer,Mid Level,Full-Time,PhD,Single,London,6,
EMP0576,Wayne,Thompson,Female,1972-11-07,2014-11-12,IT,IT Manager,Manager,Contract,Bachelor,Divorced,Dubai,23,
EMP0577,Hunter,Shepard,Male,1975-09-09,2023-10-25,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Divorced,Cairo,14,
EMP0578,Michael,Simmons,Male,1970-11-07,2017-06-24,Customer Service,Junior Customer Support,Entry Level,Full-Time,Master,Married,Riyadh,0,
EMP0579,Richard,Clark,Male,1979-01-31,2022-08-08,Sales,Sales Team Lead,Lead,Full-Time,Bachelor,Married,London,13,
EMP0580,Sonya,Adams,Female,1966-09-25,2015-04-21,IT,IT Team Lead,Lead,Full-Time,Master,Single,Jeddah,16,
EMP0581,Erica,Graham,Female,1998-02-07,2025-03-17,HR,Senior HR Specialist,Senior,Full-Time,Master,Divorced,London,9,
EMP0582,Kyle,Walton,Female,1978-06-26,2020-06-24,Engineering,Engineering Manager,Manager,Full-Time,Master,Single,Riyadh,21,
EMP0583,Anna,Peck,Male,1998-01-21,2017-12-25,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Married,Jeddah,2,
EMP0584,Kimberly,Bell,Male,1985-09-20,2025-05-16,IT,IT Manager,Manager,Full-Time,Bachelor,Divorced,London,22,
EMP0585,David,Dawson,Female,2001-12-02,2020-09-22,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Bachelor,Married,Jeddah,1,
EMP0586,Randy,Johnston,Male,1985-09-28,2012-08-09,Finance,Finance Manager,Manager,Full-Time,Bachelor,Married,Jeddah,20,
EMP0587,Lynn,Davis,Male,1990-04-23,2021-07-09,IT,Junior IT Support,Entry Level,Full-Time,Bachelor,Single,Cairo,2,
EMP0588,Erin,Ross,Male,1987-03-08,2018-12-07,Customer Service,Customer Support Lead,Lead,Full-Time,Diploma,Single,Cairo,13,
EMP0589,Jennifer,Jones,Male,1974-08-28,2020-09-29,Administration,Administrative Assistant,Entry Level,Full-Time,Bachelor,Divorced,Cairo,2,
EMP0590,Jane,Mullins,Male,1974-11-25,2015-12-21,Customer Service,Customer Service Manager,Manager,Full-Time,Bachelor,Single,London,23,
EMP0591,Arthur,Shaw,Male,1971-11-20,2012-01-19,Administration,Administration Manager,Manager,Full-Time,Bachelor,Married,Cairo,22,
EMP0592,Jennifer,Rivas,Male,1975-03-25,2019-11-27,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Single,Cairo,8,
EMP0593,Charles,Davidson,Male,1968-10-04,2024-10-15,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Single,Cairo,18,
EMP0594,Patrick,Hood,Female,1994-07-10,2015-08-17,Marketing,Marketing Specialist,Mid Level,Full-Time,Bachelor,Divorced,London,3,
EMP0595,Michael,Cole,Female,1974-05-25,2024-04-03,Administration,Senior Office Administrator,Senior,Full-Time,Bachelor,Divorced,Riyadh,10,
EMP0596,Stephanie,Silva,Female,1986-07-28,2024-02-11,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Divorced,London,13,
EMP0597,Denise,Tapia,Male,1979-02-11,2024-04-14,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Divorced,Dubai,1,
EMP0598,Kathleen,Turner,Male,1966-12-18,2024-12-17,Engineering,Engineering Lead,Lead,Full-Time,Master,Married,London,15,
EMP0599,Reginald,Brennan,Male,1977-01-19,2025-04-16,Marketing,Marketing Lead,Lead,Full-Time,Bachelor,Single,Cairo,13,
EMP0600,Donna,Gonzales,Female,1990-08-29,2020-02-15,Sales,Senior Account Executive,Senior,Full-Time,Bachelor,Married,Cairo,10,
EMP0601,Jennifer,Kerr,Male,1985-02-25,2016-06-05,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Single,Dubai,12,
EMP0602,Sabrina,Parks,Male,2002-07-02,2017-02-24,Engineering,Data Engineer,Mid Level,Full-Time,Master,Single,Jeddah,6,
EMP0603,Mary,Morgan,Male,1977-04-23,2025-06-08,Finance,Financial Analyst,Mid Level,Full-Time,Master,Divorced,London,4,
EMP0604,Mark,Wilson,Male,1988-06-14,2019-11-29,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Married,Cairo,5,
EMP0605,Steven,Jenkins,Male,1988-02-19,2025-06-16,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Married,Cairo,12,
EMP0606,Robin,Taylor,Male,2002-02-02,2012-12-18,Marketing,Marketing Specialist,Mid Level,Full-Time,Bachelor,Married,Dubai,3,
EMP0607,Andrew,Gillespie,Male,1979-06-21,2015-03-19,HR,HR Manager,Manager,Full-Time,Bachelor,Divorced,Cairo,25,
EMP0608,Nicole,Flores,Male,2000-06-04,2020-08-31,IT,Network Engineer,Mid Level,Full-Time,Master,Married,London,5,
EMP0609,Lisa,Delacruz,Male,2004-06-12,2017-01-08,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Married,Cairo,4,
EMP0610,Benjamin,Robinson,Female,1995-11-30,2024-07-08,Marketing,Senior SEO Specialist,Senior,Full-Time,Bachelor,Married,Cairo,8,
EMP0611,Joseph,Lewis,Male,1983-03-29,2017-08-30,Administration,Administration Manager,Manager,Full-Time,Master,Divorced,Dubai,20,
EMP0612,Wendy,Davidson,Male,1996-12-25,2026-05-22,Sales,Senior Sales Representative,Senior,Full-Time,Bachelor,Divorced,Dubai,8,
EMP0613,Danielle,Sweeney,Male,1989-03-31,2017-01-18,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Dubai,7,
EMP0614,Tara,Odonnell,Female,1974-03-26,2022-08-11,Sales,Sales Team Lead,Lead,Full-Time,Bachelor,Married,Cairo,14,
EMP0615,Richard,Morgan,Male,1983-11-21,2019-02-15,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Divorced,Riyadh,14,
EMP0616,Katelyn,Hays,Female,1998-04-28,2017-11-16,IT,IT Support Specialist,Mid Level,Full-Time,Master,Single,Riyadh,3,
EMP0617,Joel,Chapman,Male,1972-08-26,2022-08-20,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Single,London,12,
EMP0618,Melanie,Fisher,Male,1996-03-11,2024-12-04,IT,System Administrator,Mid Level,Full-Time,Bachelor,Single,Jeddah,4,
EMP0619,Ann,Sandoval,Female,1972-07-08,2017-02-23,Sales,Sales Team Lead,Lead,Contract,Diploma,Single,London,13,
EMP0620,Amanda,Stewart,Female,1982-03-20,2024-04-08,IT,Junior System Administrator,Entry Level,Full-Time,Bachelor,Married,Riyadh,1,
EMP0621,Shannon,Fowler,Male,1999-12-01,2026-05-08,Administration,Office Administrator,Mid Level,Full-Time,Master,Married,London,3,
EMP0622,Kim,Larson,Male,2000-11-20,2020-06-05,Engineering,Junior Data Engineer,Entry Level,Contract,Master,Divorced,Cairo,1,
EMP0623,Leslie,Johnson,Male,2003-10-22,2014-09-25,HR,Junior HR Specialist,Entry Level,Full-Time,Bachelor,Divorced,Jeddah,2,
EMP0624,Sophia,Hoffman,Male,1978-06-01,2013-10-19,Engineering,Senior Frontend Developer,Senior,Full-Time,Bachelor,Single,London,11,
EMP0625,Kimberly,Hernandez,Female,1993-09-22,2024-02-07,Finance,Senior Financial Analyst,Senior,Full-Time,Bachelor,Divorced,Dubai,10,
EMP0626,Katie,Brown,Female,1996-12-25,2022-01-12,IT,Network Engineer,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,6,
EMP0627,Gina,Harrell,Male,1975-11-19,2015-04-22,Finance,Finance Manager,Manager,Full-Time,Bachelor,Married,London,23,
EMP0628,Sara,Bennett,Female,1985-04-11,2018-10-02,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Divorced,Dubai,3,
EMP0629,Julie,Lamb,Female,1982-09-16,2012-07-03,Marketing,Junior SEO Specialist,Entry Level,Contract,Bachelor,Divorced,Dubai,0,
EMP0630,Shannon,Mcdaniel,Male,1983-03-23,2024-01-05,Finance,Finance Manager,Manager,Full-Time,Master,Single,Riyadh,19,
EMP0631,Jessica,Donaldson,Female,1995-05-12,2015-01-17,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Divorced,London,12,
EMP0632,Corey,Robertson,Female,2002-09-05,2022-09-19,Marketing,SEO Specialist,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,3,
EMP0633,Tina,Bruce,Female,1988-06-25,2021-06-01,Engineering,Senior Backend Developer,Senior,Full-Time,Master,Single,London,8,
EMP0634,Richard,Casey,Male,1995-11-28,2021-09-29,Engineering,Junior Backend Developer,Entry Level,Full-Time,Diploma,Married,Riyadh,1,
EMP0635,Richard,Lawson,Male,1991-12-20,2017-01-15,Customer Service,Customer Support Lead,Lead,Full-Time,Master,Married,Riyadh,13,
EMP0636,Kevin,Bird,Male,1973-09-06,2025-09-19,IT,IT Support Specialist,Mid Level,Contract,Bachelor,Single,Cairo,4,
EMP0637,Robert,Pham,Male,2003-02-07,2025-09-06,Engineering,Frontend Developer,Mid Level,Full-Time,Master,Divorced,Dubai,3,
EMP0638,Kenneth,Jones,Female,1987-09-22,2016-09-02,Engineering,Frontend Developer,Mid Level,Part-Time,Bachelor,Single,Dubai,5,
EMP0639,Pamela,Morgan,Female,1975-10-07,2024-10-08,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Married,Jeddah,7,
EMP0640,Kelly,Bruce,Male,1970-09-04,2024-11-22,Sales,Sales Representative,Mid Level,Full-Time,Master,Divorced,London,7,
EMP0641,Jacob,Pierce,Female,1973-12-13,2020-01-24,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Dubai,16,
EMP0642,Monica,Mills,Female,2003-01-22,2021-04-10,HR,Junior HR Specialist,Entry Level,Full-Time,Bachelor,Single,Dubai,2,
EMP0643,Sandra,Nguyen,Male,1984-01-12,2015-05-17,IT,Junior Network Engineer,Entry Level,Full-Time,Bachelor,Divorced,Riyadh,0,
EMP0644,Kenneth,Herman,Male,1993-12-29,2015-04-20,Engineering,Junior Backend Developer,Entry Level,Part-Time,Diploma,Married,Dubai,1,
EMP0645,Jason,Burgess,Male,1974-11-12,2019-03-09,HR,Senior Recruiter,Senior,Full-Time,Bachelor,Single,Cairo,8,
EMP0646,James,Jimenez,Female,2000-06-23,2013-11-13,IT,System Administrator,Mid Level,Full-Time,Bachelor,Divorced,Cairo,3,
EMP0647,Shelley,Cortez,Male,1983-09-20,2025-10-12,Finance,Finance Manager,Manager,Full-Time,Bachelor,Single,Jeddah,21,
EMP0648,Scott,Sweeney,Female,1990-05-03,2023-11-16,IT,IT Team Lead,Lead,Part-Time,Bachelor,Single,London,18,
EMP0649,Whitney,Perry,Female,1987-04-26,2024-04-12,Engineering,Software Engineer,Mid Level,Full-Time,Master,Married,Dubai,4,
EMP0650,Brianna,Harper,Female,1988-08-13,2023-04-06,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Single,Riyadh,16,
EMP0651,Timothy,Rodgers,Male,1999-08-06,2011-08-22,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Married,Cairo,1,
EMP0652,James,Cross,Male,1990-08-22,2017-12-23,IT,IT Team Lead,Lead,Full-Time,Bachelor,Divorced,Dubai,16,
EMP0653,Brandon,Conley,Male,1969-06-02,2016-07-29,Engineering,Data Engineer,Mid Level,Contract,Master,Single,Cairo,5,
EMP0654,Janet,Flores,Male,1988-12-25,2015-08-27,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Divorced,Cairo,15,
EMP0655,Ellen,Arnold,Male,1985-11-30,2022-12-19,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Dubai,18,
EMP0656,Adrian,Hernandez,Male,1972-01-06,2014-11-26,Customer Service,Customer Support Lead,Lead,Full-Time,Master,Married,Dubai,14,
EMP0657,Roy,West,Male,1980-12-31,2012-02-24,Engineering,Engineering Manager,Manager,Full-Time,Diploma,Married,Dubai,24,
EMP0658,Kim,Hancock,Male,2003-02-17,2014-10-18,Administration,Administrative Assistant,Entry Level,Contract,Bachelor,Single,Riyadh,0,
EMP0659,Brianna,Jackson,Male,1983-03-08,2025-03-28,Engineering,Junior Software Engineer,Entry Level,Full-Time,Bachelor,Single,Dubai,0,
EMP0660,Autumn,Meyer,Male,1975-08-19,2016-07-30,Engineering,Frontend Developer,Mid Level,Full-Time,Master,Divorced,Cairo,5,
EMP0661,Steven,Lewis,Male,1974-09-20,2012-11-27,Sales,Sales Team Lead,Lead,Part-Time,Bachelor,Divorced,London,13,
EMP0662,Stephanie,Snyder,Male,1987-07-17,2018-12-18,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Single,Jeddah,10,
EMP0663,Grace,Stevenson,Male,1983-09-22,2014-11-25,Finance,Accountant,Mid Level,Full-Time,Bachelor,Married,London,4,
EMP0664,Amy,Turner,Female,1971-03-24,2015-06-01,IT,IT Manager,Manager,Full-Time,Bachelor,Married,Cairo,21,
EMP0665,William,Valencia,Male,1995-05-08,2013-12-23,Engineering,Junior Software Engineer,Entry Level,Full-Time,Master,Married,Dubai,2,
EMP0666,Melissa,Harrell,Female,1993-06-18,2019-07-18,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Dubai,13,
EMP0667,Jennifer,Liu,Male,1973-08-04,2021-08-03,Operations,Junior Operations Specialist,Entry Level,Full-Time,Bachelor,Divorced,London,0,
EMP0668,Erin,Freeman,Male,1967-05-15,2017-03-30,IT,Junior IT Support,Entry Level,Full-Time,Bachelor,Divorced,Riyadh,1,
EMP0669,Patrick,Castro,Male,1988-08-04,2021-03-25,HR,HR Lead,Lead,Full-Time,Master,Single,Cairo,17,
EMP0670,Charles,Harrison,Female,1969-01-15,2026-04-17,IT,Senior IT Support Specialist,Senior,Full-Time,Bachelor,Single,Cairo,12,
EMP0671,Jonathan,Smith,Male,1971-07-09,2022-06-14,Administration,Senior Office Administrator,Senior,Part-Time,Bachelor,Single,Riyadh,9,
EMP0672,Marcus,Castillo,Female,1982-03-03,2017-11-05,Customer Service,Customer Service Manager,Manager,Full-Time,Bachelor,Married,London,22,
EMP0673,Zoe,House,Male,1999-05-25,2022-01-08,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Divorced,London,4,
EMP0674,Nichole,Riley,Female,1969-05-02,2015-11-21,Marketing,Marketing Lead,Lead,Full-Time,Diploma,Divorced,Dubai,15,
EMP0675,David,Wong,Female,1975-08-13,2015-05-17,IT,Junior System Administrator,Entry Level,Full-Time,Bachelor,Single,Cairo,2,
EMP0676,Jessica,Whitaker,Male,1995-06-19,2022-11-29,Finance,Accountant,Mid Level,Full-Time,Master,Divorced,Cairo,3,
EMP0677,David,Fleming,Female,1979-02-14,2022-10-05,Legal,Legal Advisor,Mid Level,Full-Time,Bachelor,Single,Dubai,7,
EMP0678,Michelle,Gutierrez,Female,1983-01-27,2015-08-01,Customer Service,Customer Service Manager,Manager,Full-Time,Master,Married,Jeddah,21,
EMP0679,Angela,Cabrera,Female,1985-02-21,2018-08-25,Finance,Accountant,Mid Level,Full-Time,Bachelor,Married,Riyadh,3,
EMP0680,Kristina,Kelly,Male,1974-12-14,2018-11-26,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Married,London,3,
EMP0681,Trevor,Mejia,Female,1976-05-26,2013-08-04,Marketing,Marketing Lead,Lead,Full-Time,Bachelor,Single,Dubai,17,
EMP0682,Amanda,Martinez,Male,1967-03-25,2025-02-07,IT,IT Manager,Manager,Full-Time,Bachelor,Single,Dubai,25,
EMP0683,Caroline,Mccall,Female,1984-03-27,2018-07-08,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Married,Riyadh,20,
EMP0684,Jason,Perry,Male,1979-05-12,2020-10-19,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Single,Riyadh,15,
EMP0685,Robert,Roberts,Male,1991-03-31,2024-11-04,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Divorced,Dubai,9,
EMP0686,Christopher,Parks,Male,1974-12-11,2024-12-26,Engineering,Software Engineer,Mid Level,Part-Time,Master,Single,London,7,
EMP0687,Sarah,Chapman,Female,1981-02-06,2022-05-12,IT,IT Support Specialist,Mid Level,Full-Time,PhD,Married,Jeddah,5,
EMP0688,Michelle,Wilson,Male,1992-08-10,2023-06-23,IT,System Administrator,Mid Level,Full-Time,Master,Single,Dubai,5,
EMP0689,Gregory,Lee,Female,2001-09-10,2023-01-03,Finance,Accountant,Mid Level,Full-Time,Diploma,Married,Cairo,7,
EMP0690,Raven,Hall,Male,1994-06-21,2018-02-10,Sales,Sales Team Lead,Lead,Full-Time,PhD,Married,London,13,
EMP0691,John,Carpenter,Male,1982-05-23,2019-03-02,Engineering,Senior Frontend Developer,Senior,Full-Time,Bachelor,Single,Dubai,9,
EMP0692,Joshua,Higgins,Male,1986-12-17,2016-07-25,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Single,London,6,
EMP0693,Pam,Bradley,Female,1971-09-22,2013-02-03,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Diploma,Married,London,0,
EMP0694,Rebekah,Lopez,Female,1982-08-17,2012-07-16,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Married,Cairo,13,
EMP0695,James,Johnson,Male,1967-11-26,2021-12-16,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Single,Jeddah,11,
EMP0696,John,Adams,Male,1966-09-09,2012-12-04,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Bachelor,Single,Dubai,3,
EMP0697,Thomas,Schmidt,Male,1982-10-10,2026-02-04,IT,IT Manager,Manager,Full-Time,Bachelor,Divorced,Dubai,19,
EMP0698,Christina,Stanley,Male,1984-03-23,2014-03-04,Sales,Account Executive,Mid Level,Full-Time,Master,Married,Riyadh,7,
EMP0699,Jason,Guerrero,Male,1988-03-14,2025-08-11,Engineering,Backend Developer,Mid Level,Full-Time,PhD,Divorced,Jeddah,6,
EMP0700,Tiffany,Goodwin,Male,1997-12-18,2019-12-08,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Married,Riyadh,3,
EMP0701,Rhonda,Gomez,Female,1990-05-16,2016-07-22,Administration,Administration Lead,Lead,Full-Time,Bachelor,Divorced,Dubai,16,
EMP0702,John,Price,Male,1986-02-17,2019-04-21,Engineering,Senior Frontend Developer,Senior,Contract,Bachelor,Single,Cairo,11,
EMP0703,Catherine,Camacho,Female,1983-03-08,2017-01-06,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,7,
EMP0704,Micheal,Ellis,Male,2004-05-04,2015-02-06,Customer Service,Junior Customer Support,Entry Level,Full-Time,Master,Single,Dubai,0,
EMP0705,Jeremy,Johnson,Male,1995-05-08,2023-11-03,Engineering,Junior Data Engineer,Entry Level,Part-Time,Master,Married,London,1,
EMP0706,Jackson,Cooper,Female,1986-04-01,2022-10-02,Engineering,Junior Data Engineer,Entry Level,Full-Time,Diploma,Single,Riyadh,0,
EMP0707,Ryan,Obrien,Male,1990-07-05,2012-12-10,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Single,London,7,
EMP0708,Allison,Peterson,Male,2004-04-04,2012-03-19,Sales,Junior Sales Representative,Entry Level,Full-Time,Master,Divorced,Dubai,2,
EMP0709,Shannon,James,Male,1982-11-22,2015-02-22,HR,HR Lead,Lead,Full-Time,Bachelor,Single,London,17,
EMP0710,Lauren,Franco,Male,1991-07-23,2021-06-11,Marketing,Senior Marketing Specialist,Senior,Full-Time,Bachelor,Single,Riyadh,9,
EMP0711,Mary,Ramirez,Female,1991-10-24,2024-10-20,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Single,Cairo,9,
EMP0712,Jody,Nguyen,Male,1980-06-02,2013-01-03,Finance,Finance Manager,Manager,Full-Time,Bachelor,Divorced,Riyadh,21,
EMP0713,Matthew,Garcia,Female,1968-03-18,2021-07-24,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Bachelor,Divorced,Riyadh,3,
EMP0714,James,Johnson,Male,1998-10-08,2019-02-14,Customer Service,Customer Success Specialist,Mid Level,Part-Time,Bachelor,Single,London,4,
EMP0715,David,Fleming,Female,1992-10-31,2014-06-02,Engineering,Senior Data Engineer,Senior,Full-Time,Bachelor,Single,Riyadh,11,
EMP0716,David,Hart,Female,1980-07-25,2019-11-29,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,London,6,
EMP0717,Courtney,Norris,Male,1990-10-24,2013-02-23,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Riyadh,15,
EMP0718,Courtney,Christensen,Female,1979-01-02,2020-02-29,Marketing,Marketing Lead,Lead,Full-Time,Master,Divorced,Jeddah,18,
EMP0719,Karen,Soto,Female,1989-04-30,2021-02-06,Customer Service,Senior Customer Success Specialist,Senior,Full-Time,Master,Married,Riyadh,10,
EMP0720,Kevin,Castaneda,Male,1979-05-22,2012-06-13,Administration,Administration Manager,Manager,Full-Time,Diploma,Single,London,20,
EMP0721,Paula,Hendricks,Female,1966-09-26,2024-07-01,Administration,Administration Lead,Lead,Full-Time,Bachelor,Married,Dubai,17,
EMP0722,Garrett,Frazier,Male,1973-03-05,2021-04-16,Customer Service,Customer Support Specialist,Mid Level,Part-Time,Master,Single,Cairo,7,
EMP0723,Katrina,Hall,Male,1989-06-14,2019-01-08,IT,System Administrator,Mid Level,Full-Time,Master,Divorced,Dubai,3,
EMP0724,Danielle,Cannon,Male,2003-12-31,2018-08-05,Finance,Junior Accountant,Entry Level,Full-Time,Bachelor,Single,Cairo,1,
EMP0725,Sandy,Espinoza,Male,1993-08-09,2025-09-30,Engineering,Tech Lead,Lead,Part-Time,Bachelor,Married,Dubai,13,
EMP0726,David,Johnson,Male,1977-12-24,2018-01-24,Legal,Junior Legal Advisor,Entry Level,Full-Time,Bachelor,Divorced,London,0,
EMP0727,Michael,Ashley,Female,1990-12-12,2022-09-26,Marketing,Junior Marketing Specialist,Entry Level,Contract,Bachelor,Single,Cairo,0,
EMP0728,Manuel,Maxwell,Male,1978-11-18,2013-03-29,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Master,Divorced,Cairo,2,
EMP0729,Peter,Wilson,Female,1972-04-30,2016-01-07,IT,IT Manager,Manager,Full-Time,Bachelor,Divorced,Dubai,19,
EMP0730,Rebecca,Hamilton,Female,1968-11-12,2013-08-28,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Single,Cairo,13,
EMP0731,Joshua,Jones,Male,1995-08-05,2026-03-12,Finance,Junior Accountant,Entry Level,Contract,Bachelor,Single,Riyadh,1,
EMP0732,Anthony,Terrell,Female,1987-01-13,2015-10-06,Engineering,Senior Data Engineer,Senior,Full-Time,Diploma,Single,Riyadh,12,
EMP0733,Tanner,Perkins,Male,1999-09-18,2021-06-01,Marketing,Senior SEO Specialist,Senior,Full-Time,Bachelor,Married,London,8,
EMP0734,Randy,Mullins,Male,1996-07-23,2024-03-14,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Bachelor,Single,Dubai,3,
EMP0735,Deanna,Lambert,Female,1968-05-31,2017-04-06,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Single,London,6,
EMP0736,Jennifer,Leonard,Female,1999-07-14,2012-10-19,HR,Senior HR Specialist,Senior,Full-Time,Diploma,Divorced,Jeddah,9,
EMP0737,Lisa,Lane,Male,1993-11-11,2014-09-28,Administration,Administrative Assistant,Entry Level,Full-Time,Master,Single,Dubai,2,
EMP0738,Brenda,Rodgers,Male,1987-04-06,2021-11-25,Engineering,Data Engineer,Mid Level,Full-Time,Master,Married,London,5,
EMP0739,Monica,Cooper,Female,2003-07-23,2019-07-01,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Married,London,3,
EMP0740,Michael,Ramos,Male,1988-03-11,2024-02-13,Engineering,Senior Software Engineer,Senior,Full-Time,Master,Divorced,Cairo,11,
EMP0741,Mike,Koch,Male,1996-01-02,2024-11-24,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Married,London,7,
EMP0742,Maria,Mccall,Male,1978-09-26,2016-06-06,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,Dubai,23,
EMP0743,Amber,Knight,Female,1970-07-21,2013-07-24,IT,Senior Network Engineer,Senior,Contract,Bachelor,Married,Dubai,11,
EMP0744,Kimberly,Turner,Female,2004-06-21,2020-12-15,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Single,Cairo,0,
EMP0745,Jeremy,Sanchez,Male,1972-11-26,2011-12-19,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Divorced,Jeddah,18,
EMP0746,Douglas,Orr,Female,1976-01-19,2024-12-25,Engineering,Engineering Manager,Manager,Part-Time,Bachelor,Single,Cairo,20,
EMP0747,Christina,Browning,Female,1983-07-10,2013-08-03,Engineering,Engineering Lead,Lead,Full-Time,Diploma,Married,Riyadh,13,
EMP0748,Melanie,Thomas,Male,1993-06-17,2023-01-02,Customer Service,Customer Success Specialist,Mid Level,Full-Time,Bachelor,Single,London,6,
EMP0749,Julie,Sanders,Female,1982-05-18,2012-09-25,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,London,19,
EMP0750,Wendy,Johnson,Male,1992-04-17,2022-11-07,Sales,Sales Team Lead,Lead,Full-Time,Bachelor,Married,Dubai,16,
EMP0751,Lisa,Williams,Male,1972-02-11,2014-01-31,IT,IT Manager,Manager,Full-Time,Diploma,Married,Dubai,24,
EMP0752,Patrick,Santiago,Male,1981-06-25,2017-09-19,Engineering,Tech Lead,Lead,Full-Time,Master,Married,Cairo,14,
EMP0753,Robert,Larsen,Male,1982-07-05,2020-09-24,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Divorced,Cairo,2,
EMP0754,Donna,Aguirre,Male,1976-05-18,2017-06-19,Marketing,Marketing Manager,Manager,Contract,Bachelor,Single,Riyadh,25,
EMP0755,Michelle,Hall,Female,1982-06-27,2020-02-28,IT,System Administrator,Mid Level,Full-Time,Bachelor,Divorced,Riyadh,7,
EMP0756,Linda,Baxter,Male,1989-03-08,2019-01-02,Operations,Operations Lead,Lead,Full-Time,Bachelor,Divorced,Jeddah,18,
EMP0757,Miranda,Clark,Male,1980-08-06,2024-09-13,Sales,Account Executive,Mid Level,Full-Time,Bachelor,Married,Riyadh,7,
EMP0758,Felicia,Durham,Female,1973-04-04,2012-04-19,Administration,Senior Office Administrator,Senior,Full-Time,Bachelor,Divorced,Cairo,10,
EMP0759,Miguel,Preston,Female,1967-01-14,2014-08-09,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Dubai,17,
EMP0760,Anna,Mclaughlin,Female,1983-10-04,2015-11-21,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Married,Cairo,12,
EMP0761,Jeanette,Miranda,Female,1995-03-03,2013-12-22,IT,Junior IT Support,Entry Level,Full-Time,Diploma,Divorced,Dubai,0,
EMP0762,Lisa,Atkins,Male,2003-07-17,2018-11-24,Operations,Junior Operations Specialist,Entry Level,Full-Time,Bachelor,Married,Jeddah,1,
EMP0763,Maurice,Mckay,Male,1997-04-23,2023-07-25,HR,Junior HR Specialist,Entry Level,Full-Time,Bachelor,Married,Dubai,0,
